Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood,Zip.Code
2.018E+13,11/17/18,923,11/17/18,956,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1019,11/17/18,1019,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1044,11/17/18,1118,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/17/18,730,11/17/18,1151,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/17/18,1235,11/17/18,1235,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+12,1/31/18,900,2/4/18,1837,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1634,11/17/18,1634,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1628,11/19/18,1112,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1837,11/17/18,1837,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+12,2/4/18,1733,2/4/18,1733,DUI,DUI-LIQUOR,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/18/18,152,11/18/18,152,SEX OFFENSE-OTHER,SEXOFF-INDECENT LIBERTIES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/18/18,234,11/18/18,234,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/18/18,355,11/18/18,355,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/18/18,640,11/18/18,755,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
2.018E+12,2/2/18,2000,2/4/18,1832,THEFT-BICYCLE,THEFT-BICYCLE,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/17/18,322,11/18/18,1309,CAR PROWL,THEFT-CARPROWL,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/18/18,1419,11/19/18,1049,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/18/18,1430,11/18/18,1430,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,1200,11/18/18,1829,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/18/18,1600,11/18/18,2202,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E3,CAPITOL HILL,98122
2.018E+12,2/4/18,1855,2/5/18,1302,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/18/18,2000,11/19/18,826,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/19/18,825,11/19/18,1127,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/19/18,1256,11/19/18,1256,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/19/18,1435,11/19/18,1435,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/1/18,2000,11/19/18,1739,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/19/18,1913,11/19/18,1913,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CAPITOL HILL,98122
2.018E+12,2/4/18,2124,2/4/18,2124,WEAPON,WEAPON-POSSESSION,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/19/18,1937,11/19/18,1937,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/19/18,2055,11/19/18,2055,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/19/18,2244,11/19/18,2244,NARCOTIC,NARC-POSSESS-HEROIN,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/4/18,100,11/20/18,1210,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/19/18,0,11/20/18,1219,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/20/18,1453,11/20/18,1453,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+12,2/4/18,2352,2/4/18,2352,NARCOTIC,NARC-POSSESS-METH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/20/18,1830,11/20/18,1830,TRESPASS,TRESPASS,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/21/18,244,11/21/18,405,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/21/18,641,11/21/18,1747,TRESPASS,TRESPASS,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/21/18,1130,11/21/18,1347,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/22/18,356,11/22/18,407,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/22/18,1046,11/22/18,1046,TRESPASS,TRESPASS,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/21/18,2000,11/22/18,1128,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/21/18,2000,11/22/18,1252,CAR PROWL,THEFT-CARPROWL,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/22/18,1309,11/22/18,1309,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/22/18,1315,11/22/18,1521,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/22/18,1335,11/22/18,1446,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/22/18,1528,11/22/18,1528,TRESPASS,TRESPASS,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/22/18,200,11/22/18,1933,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/21/18,1800,11/22/18,2021,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,538,11/23/18,538,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/21/18,1800,11/23/18,1210,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,1519,11/23/18,1519,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,1738,11/23/18,1738,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,1800,11/23/18,1906,TRESPASS,TRESPASS,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/23/18,2340,11/23/18,2340,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/24/18,49,11/24/18,49,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/24/18,932,11/24/18,1000,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/17/18,0,11/24/18,1058,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,1830,11/24/18,1044,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/24/18,1310,11/24/18,1310,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/24/18,1408,11/24/18,1408,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/24/18,2350,11/25/18,37,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/25/18,219,11/25/18,219,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/25/18,925,11/25/18,1039,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/24/18,1500,11/25/18,936,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/25/18,1019,11/25/18,1019,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+12,2/4/18,2300,2/5/18,1055,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/24/18,2130,11/25/18,1115,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+12,2/5/18,1101,2/5/18,1143,TRESPASS,TRESPASS,EAST,E,E3,CAPITOL HILL,98122
2.018E+12,2/5/18,1040,2/5/18,1529,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/16/18,2359,11/25/18,1406,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/25/18,323,11/25/18,1538,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/25/18,1628,11/25/18,1628,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/25/18,30,11/25/18,2102,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/18/18,0,11/26/18,801,RAPE,RAPE-STRONGARM,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/23/18,1400,11/26/18,809,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E3,CAPITOL HILL,98122
2.018E+12,1/28/17,100,2/5/18,2018,SEX OFFENSE-OTHER,SEXOFF-INDECENT LIBERTIES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/26/18,330,11/26/18,1614,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/26/18,200,11/26/18,1054,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/26/18,430,11/26/18,1101,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/26/18,1852,11/29/18,1642,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/26/18,2256,11/26/18,2256,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL,98122
2.018E+12,2/2/18,300,2/5/18,1830,RAPE,RAPE-STRONGARM,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/26/18,2000,11/27/18,841,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/26/18,2100,11/27/18,752,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/27/18,800,11/27/18,829,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/26/18,2100,11/27/18,913,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/26/18,1700,11/27/18,1100,CAR PROWL,THEFT-CARPROWL,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,8/31/18,0,11/27/18,1736,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/27/18,1750,11/27/18,1812,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/28/18,100,11/28/18,441,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/27/18,1600,11/28/18,639,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,11/27/18,2100,11/28/18,643,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/28/18,917,11/28/18,1024,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/26/18,1700,11/28/18,1300,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/28/18,1209,11/28/18,1538,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/28/18,1233,11/28/18,1233,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/22/18,1,11/28/18,1319,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/28/18,1550,11/28/18,1550,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/28/18,1811,11/28/18,1811,WEAPON,WEAPON-POSSESSION,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/29/18,717,11/29/18,822,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/29/18,1507,11/29/18,1507,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/29/18,0,11/29/18,1635,SEX OFFENSE-OTHER,SEXOFF-OTHER,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/29/18,1657,12/5/18,1107,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/29/18,500,11/30/18,1005,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/28/18,1530,11/30/18,1115,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C1,CAPITOL HILL,98122
20180000447,1/1/18,1208,1/1/18,1658,DUI,DUI-LIQUOR,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/30/18,700,11/30/18,1150,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+12,2/2/18,2000,2/5/18,2009,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/30/18,2213,11/30/18,2213,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/1/18,406,12/1/18,406,NARCOTIC,NARC-POSSESS-METH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/1/18,537,12/1/18,537,ROBBERY-STREET,ROBBERY-STREET-GUN,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/24/18,2200,12/1/18,1014,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,11/16/18,1200,12/1/18,1403,CAR PROWL,THEFT-LICENSE PLATE,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/1/18,1338,12/2/18,1415,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/1/18,1537,12/2/18,1426,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/1/18,1930,12/1/18,1941,WEAPON,WEAPON-DISCHARGE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/1/18,1845,12/1/18,2127,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/2/18,104,12/2/18,104,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,202,12/3/18,1558,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,305,12/2/18,305,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,320,12/2/18,345,AGGRAVATED ASSAULT,ASSLT-AGG-GUN,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,348,12/2/18,348,ROBBERY-STREET,ROBBERY-STREET-GUN,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/2/18,1426,12/2/18,1426,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/29/18,1100,12/2/18,1526,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/2/18,1639,12/3/18,1442,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/3/18,414,12/3/18,755,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+12,2/6/18,235,2/6/18,2213,DUI,DUI-LIQUOR,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/3/18,1045,12/3/18,1205,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/1/18,1357,12/3/18,1039,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,1500,12/3/18,1446,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,1357,12/3/18,1246,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/3/18,1645,12/3/18,2002,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/3/18,2037,12/3/18,2037,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/3/18,2052,12/5/18,1527,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/3/18,2201,12/3/18,2252,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/3/18,2254,12/3/18,2254,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/4/18,747,12/4/18,747,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/3/18,1900,12/4/18,1201,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/4/18,1223,12/4/18,1223,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/4/18,1229,12/4/18,1229,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/4/18,1259,12/4/18,1259,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/2/18,100,12/4/18,1344,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/4/18,1530,12/4/18,1901,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/11/18,900,12/5/18,1153,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,11/25/18,1500,12/5/18,1611,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/4/18,2200,12/5/18,1347,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/5/18,1609,12/5/18,1700,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+12,2/6/18,330,2/6/18,1021,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/5/18,1955,12/5/18,1955,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/5/18,2046,12/5/18,2046,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,320,12/6/18,320,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/6/18,355,12/6/18,355,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/5/18,1910,12/6/18,620,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,806,12/6/18,847,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/6/18,1021,12/6/18,1021,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,1121,12/6/18,1121,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/4/18,1900,12/6/18,1237,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,1347,12/6/18,1347,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,2100,12/7/18,838,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/7/18,1040,12/7/18,1040,PORNOGRAPHY,PORNOGRAPHY-OBSCENE MATERIAL,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/7/18,100,12/7/18,1058,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/6/18,0,12/7/18,1728,THEFT-ALL OTHER,THEFT-PKPOCKET,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/7/18,1909,12/7/18,1909,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/7/18,2111,12/7/18,2111,DUI,DUI-LIQUOR,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/8/18,108,12/8/18,108,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/8/18,143,12/8/18,143,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/8/18,350,12/8/18,437,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/7/18,900,12/8/18,1041,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/8/18,1245,12/9/18,1219,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/8/18,1724,12/8/18,1724,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/9/18,231,12/9/18,231,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/9/18,243,12/9/18,243,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/9/18,1122,12/9/18,1122,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/5/18,1300,12/9/18,1354,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/7/18,1645,12/9/18,1214,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/8/18,1700,12/9/18,1222,CAR PROWL,THEFT-LICENSE PLATE,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/9/18,1309,12/9/18,1309,TRESPASS,TRESPASS,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/9/18,1245,12/9/18,1439,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/9/18,1522,12/9/18,1522,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/9/18,1707,12/9/18,1707,TRESPASS,TRESPASS,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,11/21/18,0,12/9/18,2134,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/9/18,2322,12/9/18,2322,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/10/18,309,12/10/18,309,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/9/18,1830,12/10/18,547,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/11/18,43,12/11/18,43,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL,98122
2.018E+13,12/9/18,1305,12/11/18,853,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL,98122
2.018E+13,12/11/18,1108,12/11/18,1108,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/10/18,1932,12/11/18,1121,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E3,CAPITOL HILL,98122
2.018E+13,12/12/18,607,12/12/18,607,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
2.018E+13,12/12/18,650,12/12/18,650,TRESPASS,TRESPASS,EAST,E,E1,CAPITOL HILL,98122
