Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood,Zip.Code
2.018E+13,3/22/18,420,3/22/18,435,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/22/18,438,3/22/18,438,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/21/18,2000,3/22/18,1111,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/23/18,105,3/23/18,901,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/23/18,105,3/23/18,1251,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/9/18,1250,1/9/18,1250,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/9/18,1424,1/9/18,1424,WEAPON,WEAPON-POSSESSION,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/25/18,123,3/25/18,123,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/25/18,0,3/25/18,733,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,3/23/18,2200,3/25/18,1323,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,3/25/18,1930,3/26/18,1656,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/26/18,0,3/26/18,1108,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/24/18,800,3/26/18,1340,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/26/18,2122,3/26/18,2122,NARCOTIC,NARC-POSSESS-MARIJU,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/27/18,809,3/27/18,809,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/27/18,930,6/10/18,1638,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/27/18,1327,3/27/18,1425,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/24/18,1305,3/27/18,1357,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/27/18,500,3/27/18,1200,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/27/18,2308,3/27/18,2308,RAPE,SEXOFF-SODOMY,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/27/18,1800,3/28/18,912,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/28/18,1530,3/28/18,1553,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/28/18,2015,3/29/18,738,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,3/20/18,100,3/29/18,1549,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/10/18,431,1/10/18,451,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/31/18,524,3/31/18,524,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,750,4/1/18,750,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,1521,4/1/18,1521,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/2/18,1004,4/2/18,1004,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/1/18,1900,4/2/18,1610,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,2300,4/3/18,1737,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/3/18,415,4/3/18,2050,MOTOR VEHICLE THEFT,VEH-THEFT-TRAILER,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/4/18,1830,1/10/18,1549,THEFT-ALL OTHER,THEFT-MAIL,NORTH,N,N1,BALLARD NORTH,98107
2.018E+12,1/1/18,0,1/4/18,1600,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/3/18,2000,4/4/18,1230,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/22/18,1,4/4/18,1855,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/6/18,500,4/6/18,1742,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/7/18,10,4/7/18,10,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,0,4/7/18,8,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,4/7/18,2150,4/8/18,44,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/8/18,710,4/8/18,710,TRESPASS,TRESPASS,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/8/18,45,4/10/18,1157,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/11/18,230,4/11/18,635,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/10/18,2230,1/11/18,833,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,4/10/18,2100,4/11/18,757,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/10/18,1600,4/11/18,805,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/11/18,5,1/11/18,1319,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/11/18,200,1/11/18,1145,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/11/18,2222,4/11/18,2222,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/4/18,1145,1/11/18,1217,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/13/18,510,4/13/18,510,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/24/12,1,4/7/18,1544,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/13/18,2230,4/14/18,900,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/13/08,1923,4/14/18,1941,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/14/18,1,4/14/18,1153,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/14/18,1615,4/14/18,1615,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/14/18,1849,4/14/18,1849,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/6/18,1600,4/14/18,1854,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+12,1/9/18,2200,1/11/18,1623,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/15/18,1836,4/15/18,1948,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/16/18,507,4/16/18,507,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/15/18,2030,4/16/18,1148,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,0,4/16/18,1548,SEX OFFENSE-OTHER,SEXOFF-INDECENT LIBERTIES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,4/16/18,2355,4/17/18,1122,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,3/14/18,2300,4/17/18,1558,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/18/18,22,4/18/18,22,DUI,DUI-LIQUOR,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/16/18,1330,4/18/18,1032,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,2/14/18,700,4/18/18,1616,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/18/18,1918,4/18/18,1918,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/18/18,2145,4/18/18,2327,RAPE,SEXOFF-SODOMY,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/19/18,1056,4/19/18,1216,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/19/18,2200,4/20/18,734,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/19/18,2130,4/20/18,729,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/20/18,1248,4/20/18,1248,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/20/18,1045,4/20/18,1517,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/21/18,851,4/21/18,851,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/11/18,1200,1/12/18,931,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/21/18,1914,4/21/18,1914,TRESPASS,TRESPASS,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/12/18,1106,1/12/18,1201,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/21/18,2100,4/22/18,1402,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/19/18,2000,4/22/18,1933,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/21/18,1700,4/23/18,1604,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/23/18,2100,4/24/18,629,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/23/18,1009,4/24/18,1009,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/23/18,1200,4/24/18,1827,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/25/18,437,4/25/18,437,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+11,1/2/18,1000,1/2/18,1000,TRESPASS,TRESPASS,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/12/18,100,1/12/18,1641,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,4/26/18,1530,4/27/18,730,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/26/18,2100,4/27/18,1638,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,3/21/18,1,4/27/18,1347,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/26/18,2200,4/27/18,1609,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/28/18,1747,4/28/18,1748,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/27/18,2345,4/29/18,1047,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/29/18,1610,4/29/18,1610,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/29/18,1400,4/30/18,1138,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/28/18,2100,4/30/18,1515,CAR PROWL,THEFT-AUTOACC,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/30/18,1900,5/1/18,835,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/1/18,1030,5/1/18,1105,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/29/18,1700,5/1/18,2015,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/1/18,2000,5/2/18,1224,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/11/18,2200,1/13/18,1455,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,4/22/18,1500,5/2/18,2053,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/1/18,2000,5/2/18,2013,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/4/18,336,5/4/18,336,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/4/18,736,5/4/18,736,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/4/18,1919,5/4/18,1919,DUI,DUI-LIQUOR,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/12/18,2330,1/13/18,1721,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/14/18,1615,5/7/18,1503,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/7/18,130,5/7/18,1013,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/26/18,0,5/7/18,2326,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/2/18,1142,5/7/18,2210,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/8/18,534,5/8/18,1048,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/7/18,2200,5/8/18,1216,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/9/18,829,5/9/18,829,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/9/18,700,5/9/18,2030,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/10/18,358,5/10/18,841,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,10/15/17,1200,5/10/18,1339,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/11/18,55,5/11/18,55,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/11/18,1402,5/11/18,1626,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/11/18,1446,5/11/18,1446,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/11/18,2321,5/12/18,323,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,NORTH,J,J1,BALLARD NORTH,98107
2.018E+12,1/14/18,1619,1/14/18,1619,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,0,5/13/18,1809,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/13/18,1000,5/13/18,1710,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/13/18,1753,5/13/18,1753,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,NORTH,N,N1,BALLARD NORTH,98107
2.018E+12,1/14/18,1835,1/14/18,1835,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/11/18,1530,5/14/18,1437,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/15/18,825,5/15/18,825,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/15/18,1153,5/15/18,1153,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,4/23/18,0,5/16/18,1622,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/13/18,0,1/15/18,718,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/10/18,1200,5/17/18,1718,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/17/18,1524,5/17/18,1524,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/13/18,1200,5/17/18,1630,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/17/18,2025,5/18/18,110,DUI,DUI-LIQUOR,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/18/18,27,5/18/18,27,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/17/18,2000,5/18/18,1228,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/14/18,2000,1/15/18,1301,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/19/18,2255,5/19/18,2255,DUI,DUI-LIQUOR,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/22/18,1330,5/22/18,1928,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/23/18,1818,5/23/18,1818,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/25/18,359,5/25/18,359,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/24/18,2300,5/25/18,607,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/26/18,641,5/26/18,641,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/26/18,2000,5/27/18,647,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/27/18,820,5/27/18,824,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/27/18,1715,5/27/18,1834,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,4/1/18,1200,5/28/18,1811,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/25/18,1530,5/29/18,750,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/29/18,1759,5/29/18,1759,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/29/18,2200,5/30/18,1324,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,5/29/18,1830,5/30/18,1039,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,10/8/16,917,5/30/18,1002,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/28/18,0,5/30/18,1226,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/24/18,0,5/30/18,1353,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,5/25/18,1200,5/30/18,1904,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/20/18,1,5/31/18,808,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/27/18,2012,5/31/18,2327,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/1/18,425,6/1/18,425,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/2/18,2000,6/3/18,1846,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/3/18,2300,6/4/18,1245,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,5/18/18,1200,5/24/18,1241,SEX OFFENSE-OTHER,SEXOFF-OTHER,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,6/1/18,1800,6/4/18,1730,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/3/18,1430,6/4/18,1722,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/5/18,657,6/5/18,657,NARCOTIC,NARC-POSSESS-HEROIN,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/5/18,1759,6/5/18,1759,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/6/18,1910,6/6/18,1910,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/6/18,2052,6/6/18,2052,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/7/18,810,6/7/18,810,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/6/18,1700,6/7/18,935,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BALLARD NORTH,98107
2.018E+13,6/6/18,2300,6/7/18,850,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/6/18,1400,6/7/18,1345,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/5/18,1700,6/7/18,1624,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/6/18,1800,6/7/18,2132,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/8/18,1548,6/8/18,1702,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J2,BALLARD NORTH,98107
2.018E+12,1/16/18,2200,1/17/18,1744,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/8/18,2210,6/8/18,2215,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/8/18,2215,6/8/18,2215,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/9/18,650,6/9/18,1029,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/9/18,1400,6/9/18,1913,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,J,J1,BALLARD NORTH,98107
2.018E+13,6/9/18,2359,6/9/18,2359,NARCOTIC,NARC-POSSESS-PILL/TABLET,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/9/18,1500,6/10/18,1029,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH,98107
2.018E+13,6/9/18,2200,6/10/18,1423,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH,98107
